rno,code1,code2,hhmms0,data1,data2,data3,data4,ldata5,Šç”FØ
1,1,14,9510,0,0,0,0,0,0
2,129,14,9512,0,0,0,0,0,0
3,0,38,9512,90,2048,126,1,0,0
4,0,38,9513,197,2048,126,1,0,0
5,0,38,9513,10,2048,126,1,0,0
6,0,38,9513,141,2048,126,1,0,0
7,0,38,9513,348,2048,126,1,0,0
8,0,38,9513,45,2048,126,1,0,0
9,0,38,9513,350,2048,126,1,0,0
10,0,38,9513,354,2048,126,1,0,0
11,0,38,9513,134,2048,126,1,0,0
12,0,38,9513,297,2048,126,1,0,0
13,0,38,9513,283,2048,126,1,0,0
14,0,38,9513,5,2048,126,1,0,0
15,0,38,9513,390,2048,126,1,0,0
16,0,38,9514,102,2048,126,1,0,0
17,0,38,9514,135,2048,126,1,0,0
18,0,74,10024,354,2049,65524,1,0,1
19,128,74,10025,354,2048,65524,1,0,1
20,0,74,10032,283,2049,65524,1,0,1
21,128,74,10034,283,2048,65524,1,0,1
22,0,34,10042,422,1280,126,1,0,0
23,0,74,10043,348,2049,65524,1,0,1
24,128,74,10044,348,2048,65524,1,0,1
25,0,34,10045,483,1280,126,1,0,0
26,0,34,10045,283,3328,126,1,0,0
27,0,34,10050,600,1280,126,1,0,0
28,0,34,10050,423,1280,126,1,0,0
29,0,34,10052,582,1280,126,1,0,0
30,0,34,10053,251,1280,126,1,0,0
31,128,38,10054,10,768,126,1,0,0
32,0,34,10054,443,1280,126,1,0,0
33,0,34,10060,356,1280,126,1,0,0
34,0,74,10060,45,2049,65524,1,0,1
35,128,74,10060,45,2048,65524,1,0,1
36,0,34,10061,476,1280,126,1,0,0
37,128,34,10062,422,256,126,1,0,0
38,128,37,10062,422,256,126,1,0,0
39,0,34,10062,11,1024,126,1,0,0
40,128,34,10062,251,3072,126,1,0,0
41,0,34,10062,330,1024,126,1,0,0
42,128,37,10063,251,2048,126,1,0,0
43,0,34,10063,199,1280,126,1,0,0
44,0,34,10063,348,3328,126,1,0,0
45,128,34,10064,483,256,126,1,0,0
46,128,37,10064,483,256,126,1,0,0
47,128,34,10064,600,256,126,1,0,0
48,128,37,10064,600,256,126,1,0,0
49,0,34,10064,546,1280,126,1,0,0
50,128,34,10070,582,256,126,1,0,0
51,128,37,10070,582,256,126,1,0,0
52,0,34,10071,577,1280,126,1,0,0
53,0,34,10072,342,1280,126,1,0,0
54,0,34,10073,141,3328,126,1,0,0
55,128,34,10073,443,256,126,1,0,0
56,128,37,10073,443,256,126,1,0,0
57,0,34,10073,489,1280,126,1,0,0
58,128,34,10074,423,256,126,1,0,0
59,128,37,10074,423,256,126,1,0,0
60,128,34,10074,141,3072,126,1,0,0
61,128,37,10075,141,2048,126,1,0,0
62,128,34,10080,11,3328,126,1,0,0
63,128,37,10080,11,2304,126,1,0,0
64,0,34,10081,427,1280,126,1,0,0
65,0,34,10081,102,3072,126,1,0,0
66,0,34,10083,428,1280,126,1,0,0
67,128,34,10083,283,3328,126,1,0,0
68,128,34,10084,546,256,126,1,0,0
69,128,37,10084,546,256,126,1,0,0
70,0,34,10084,354,3328,126,1,0,0
71,128,34,10084,476,256,126,1,0,0
72,128,37,10084,476,256,126,1,0,0
73,128,37,10084,283,2304,126,1,0,0
74,0,34,10084,640,1280,126,1,0,0
75,0,34,10085,5,3072,126,1,0,0
76,0,34,10090,362,1280,126,1,0,0
77,0,34,10090,402,1280,126,1,0,0
78,128,34,10091,577,256,126,1,0,0
79,128,37,10091,577,256,126,1,0,0
80,0,34,10092,369,1280,126,1,0,0
81,128,34,10093,356,3328,126,1,0,0
82,128,34,10093,489,256,126,1,0,0
83,128,37,10093,489,256,126,1,0,0
84,0,36,10094,141,3328,126,2,0,0
85,0,35,10094,141,3328,126,1,0,0
86,128,37,10094,356,2304,126,1,0,0
87,0,74,10094,350,2049,65524,1,0,1
88,128,74,10094,350,2048,65524,1,0,1
89,128,34,10094,199,3328,126,1,0,0
90,0,34,10095,473,1280,126,1,0,0
91,128,37,10095,199,2304,126,1,0,0
92,128,34,10100,427,256,126,1,0,0
93,128,37,10100,427,256,126,1,0,0
94,128,34,10101,348,3328,126,1,0,0
95,0,34,10101,376,1280,126,1,0,0
96,128,37,10102,348,2304,126,1,0,0
97,128,34,10103,428,256,126,1,0,0
98,128,37,10103,428,256,126,1,0,0
99,0,36,10104,11,3328,126,2,0,0
100,0,35,10104,11,3328,126,1,0,0
101,0,74,10104,343,257,65524,1,0,1
102,128,34,10104,640,256,126,1,0,0
103,128,37,10104,640,256,126,1,0,0
104,128,34,10105,330,3328,126,1,0,0
105,128,34,10105,5,3328,126,1,0,0
106,128,37,10105,330,2304,126,1,0,0
107,128,74,10110,343,0,65524,1,0,1
108,128,37,10110,5,2304,126,1,0,0
109,0,34,10111,345,1280,126,1,0,0
110,0,34,10111,610,1280,126,1,0,0
111,128,34,10112,342,3328,126,1,0,0
112,128,37,10113,342,2304,126,1,0,0
113,128,34,10114,402,256,126,1,0,0
114,128,37,10114,402,256,126,1,0,0
115,128,34,10114,102,3328,126,1,0,0
116,128,37,10115,102,2304,126,1,0,0
117,128,34,10120,11,3328,126,2,0,0
118,128,37,10120,11,2304,126,2,0,0
119,0,34,10121,114,1024,126,1,0,0
120,0,34,10121,201,1280,126,1,0,0
121,0,74,10122,297,2049,65524,1,0,1
122,0,34,10122,49,1280,126,1,0,0
123,128,74,10123,297,2048,65524,1,0,1
124,128,34,10124,354,3328,126,1,0,0
125,128,37,10124,354,2304,126,1,0,0
126,0,36,10124,251,3072,126,2,0,0
127,0,35,10124,251,3072,126,1,0,0
128,128,34,10125,362,3328,126,1,0,0
129,128,37,10125,362,2304,126,1,0,0
130,128,34,10130,610,256,126,1,0,0
131,128,37,10130,610,256,126,1,0,0
132,128,38,10130,45,768,126,1,0,0
133,0,34,10130,528,1280,126,1,0,0
134,0,34,10130,74,1024,126,1,0,0
135,128,34,10130,473,256,126,1,0,0
136,128,37,10130,473,256,126,1,0,0
137,0,34,10130,202,1280,126,1,0,0
138,128,34,10131,369,3328,126,1,0,0
139,128,37,10131,369,2304,126,1,0,0
140,128,34,10131,141,3328,126,2,0,0
141,128,34,10131,202,3328,126,1,0,0
142,0,34,10132,45,1792,126,1,0,0
143,0,34,10132,14,1280,126,1,0,0
144,128,37,10132,141,2304,126,2,0,0
145,128,37,10132,202,2304,126,1,0,0
146,0,36,10132,342,3328,126,2,0,0
147,0,35,10132,342,3328,126,1,0,0
148,128,34,10133,14,1280,126,1,0,0
149,128,37,10134,14,256,126,1,0,0
150,0,34,10135,478,1280,126,1,0,0
151,0,36,10140,199,3328,126,2,0,0
152,0,35,10140,199,3328,126,1,0,0
153,0,36,10140,202,3328,126,2,0,0
154,0,35,10140,202,3328,126,1,0,0
155,0,34,10140,529,1280,126,1,0,0
156,0,36,10140,369,3328,126,2,0,0
157,0,35,10140,369,3328,126,1,0,0
158,0,34,10140,90,3072,126,1,0,0
159,0,34,10140,531,1280,126,1,0,0
160,0,36,10140,11,3328,126,3,0,0
161,0,34,10141,498,1280,126,1,0,0
162,128,34,10141,369,3328,126,2,0,0
163,128,34,10141,376,3328,126,1,0,0
164,128,37,10142,369,2304,126,2,0,0
165,128,37,10142,376,2304,126,1,0,0
166,128,34,10142,49,3328,126,1,0,0
167,0,34,10142,595,1280,126,1,0,0
168,0,36,10142,5,3328,126,2,0,0
169,0,35,10142,5,3328,126,1,0,0
170,128,37,10143,49,2304,126,1,0,0
171,128,34,10143,74,3328,126,1,0,0
172,0,34,10143,350,3328,126,1,0,0
173,128,37,10143,74,2304,126,1,0,0
174,128,34,10144,350,3328,126,1,0,0
175,0,34,10144,380,1792,126,1,0,0
176,128,37,10145,350,2304,126,1,0,0
177,0,36,10145,49,3328,126,2,0,0
178,0,35,10145,49,3328,126,1,0,0
179,128,34,10150,380,3840,126,1,0,0
180,0,34,10150,428,1280,126,2,0,0
181,0,34,10150,133,1024,126,1,0,0
182,0,36,10150,141,3328,126,3,0,0
183,0,36,10150,356,3328,126,2,0,0
184,0,35,10150,356,3328,126,1,0,0
185,128,37,10150,380,2816,126,1,0,0
186,0,34,10150,600,1280,126,2,0,0
187,0,34,10151,587,1280,126,1,0,0
188,0,34,10151,12,1280,126,1,0,0
189,0,34,10152,37,1280,126,1,0,0
190,128,34,10152,114,3328,126,1,0,0
191,128,34,10152,345,3328,126,1,0,0
192,128,34,10152,12,1280,126,1,0,0
193,128,34,10152,45,3328,126,1,0,0
194,128,37,10153,114,2304,126,1,0,0
195,0,34,10153,177,1024,126,1,0,0
196,128,37,10153,345,2304,126,1,0,0
197,128,37,10153,12,256,126,1,0,0
198,128,37,10153,45,2304,126,1,0,0
199,128,34,10153,11,3328,126,3,0,0
200,128,37,10154,11,2304,126,3,0,0
201,0,36,10154,369,3328,126,3,0,0
202,128,34,10155,201,3328,126,1,0,0
203,128,34,10155,528,256,126,1,0,0
204,128,37,10155,528,256,126,1,0,0
205,128,34,10155,498,256,126,1,0,0
206,128,37,10155,498,256,126,1,0,0
207,128,37,10160,201,2304,126,1,0,0
208,128,34,10161,595,256,126,1,0,0
209,128,37,10161,595,256,126,1,0,0
210,0,34,10161,40,1280,126,1,0,0
211,0,34,10161,522,1280,126,1,0,0
212,128,34,10162,529,256,126,1,0,0
213,128,37,10162,529,256,126,1,0,0
214,128,34,10162,49,3328,126,2,0,0
215,0,36,10162,350,3328,126,2,0,0
216,0,35,10162,350,3328,126,1,0,0
217,0,34,10162,554,1280,126,1,0,0
218,128,34,10162,90,3328,126,1,0,0
219,128,34,10163,531,256,126,1,0,0
220,128,37,10163,531,256,126,1,0,0
221,128,37,10163,49,2304,126,2,0,0
222,128,34,10163,5,3328,126,2,0,0
223,128,37,10163,90,2304,126,1,0,0
224,0,74,10163,197,2049,65524,1,0,1
225,128,37,10163,5,2304,126,2,0,0
226,0,36,10164,49,3328,126,3,0,0
227,0,34,10164,134,3072,126,1,0,0
228,128,34,10164,600,256,126,2,0,0
229,128,37,10164,600,256,126,2,0,0
230,0,34,10164,305,1024,126,1,0,0
231,128,74,10165,197,2048,65524,1,0,1
232,128,34,10165,251,3328,126,2,0,0
233,128,34,10165,37,3328,126,1,0,0
234,0,34,10165,136,1024,126,1,0,0
235,0,36,10165,74,3072,126,2,0,0
236,0,35,10165,74,3072,126,1,0,0
237,128,34,10165,478,256,126,1,0,0
238,128,37,10165,478,256,126,1,0,0
239,128,37,10170,251,2304,126,2,0,0
240,128,37,10170,37,2304,126,1,0,0
241,0,34,10170,577,1280,126,2,0,0
242,128,34,10170,587,256,126,1,0,0
243,128,37,10170,587,256,126,1,0,0
244,128,34,10170,177,3328,126,1,0,0
245,0,34,10170,319,1280,126,1,0,0
246,128,38,10171,135,256,126,1,0,0
247,128,34,10171,342,3328,126,2,0,0
248,0,34,10171,115,1024,126,1,0,0
249,128,34,10171,428,256,126,2,0,0
250,128,37,10171,428,256,126,2,0,0
251,128,37,10171,177,2304,126,1,0,0
252,0,36,10171,380,3328,126,2,0,0
253,0,35,10171,380,3328,126,1,0,0
254,0,36,10171,354,3328,126,2,0,0
255,0,35,10171,354,3328,126,1,0,0
256,128,37,10171,342,2304,126,2,0,0
257,128,34,10171,319,3328,126,1,0,0
258,0,34,10172,402,1280,126,2,0,0
259,0,34,10172,496,1280,126,1,0,0
260,128,37,10172,319,2304,126,1,0,0
261,0,34,10173,520,1280,126,1,0,0
262,0,34,10173,375,1280,126,1,0,0
263,128,34,10173,199,3328,126,2,0,0
264,0,34,10173,410,1280,126,1,0,0
265,128,34,10174,40,3328,126,1,0,0
266,128,37,10174,199,2304,126,2,0,0
267,0,34,10174,498,1280,126,2,0,0
268,128,37,10174,40,2304,126,1,0,0
269,128,34,10174,202,3328,126,2,0,0
270,0,34,10175,557,1280,126,1,0,0
271,128,38,10175,283,256,126,2,0,0
272,128,38,10175,348,256,126,2,0,0
273,128,37,10175,202,2304,126,2,0,0
274,0,36,10180,11,3328,126,4,0,0
275,0,34,10180,284,1280,126,1,0,0
276,128,34,10181,522,256,126,1,0,0
277,128,37,10181,522,256,126,1,0,0
278,0,36,10181,201,3328,126,2,0,0
279,0,35,10181,201,3328,126,1,0,0
280,128,34,10181,554,256,126,1,0,0
281,128,37,10181,554,256,126,1,0,0
282,128,34,10181,11,3328,126,4,0,0
283,128,34,10182,141,3328,126,3,0,0
284,128,37,10182,11,2304,126,4,0,0
285,128,34,10182,74,3328,126,2,0,0
286,0,34,10182,294,1280,126,1,0,0
287,128,37,10182,141,2304,126,3,0,0
288,0,36,10182,5,3072,126,3,0,0
289,0,34,10183,315,1280,126,1,0,0
290,128,37,10183,74,2304,126,2,0,0
291,128,34,10183,315,3328,126,1,0,0
292,128,34,10184,49,3328,126,3,0,0
293,0,34,10184,551,1280,126,1,0,0
294,128,37,10184,315,2304,126,1,0,0
295,0,34,10184,348,1280,126,2,0,0
296,128,37,10184,49,2304,126,3,0,0
297,0,34,10185,441,1280,126,1,0,0
298,128,34,10190,356,3328,126,2,0,0
299,128,34,10190,133,3328,126,1,0,0
300,128,34,10190,577,256,126,2,0,0
301,128,37,10190,577,256,126,2,0,0
302,128,38,10190,45,256,126,2,0,0
303,128,37,10190,356,2304,126,2,0,0
304,128,37,10190,133,2304,126,1,0,0
305,0,36,10190,37,3328,126,2,0,0
306,0,35,10190,37,3328,126,1,0,0
307,128,34,10191,402,256,126,2,0,0
308,128,37,10191,402,256,126,2,0,0
309,0,34,10191,640,1280,126,2,0,0
310,0,36,10191,177,3328,126,2,0,0
311,0,35,10191,177,3328,126,1,0,0
312,128,34,10191,369,3328,126,3,0,0
313,128,34,10192,496,256,126,1,0,0
314,128,37,10192,496,256,126,1,0,0
315,128,37,10192,369,2304,126,3,0,0
316,128,38,10193,40,256,126,1,0,0
317,0,34,10193,530,1280,126,1,0,0
318,128,34,10193,498,256,126,2,0,0
319,128,37,10193,498,256,126,2,0,0
320,0,34,10194,303,1024,126,1,0,0
321,128,34,10194,520,256,126,1,0,0
322,128,37,10194,520,256,126,1,0,0
323,128,34,10195,557,256,126,1,0,0
324,128,37,10195,557,256,126,1,0,0
325,0,34,10200,428,1280,126,3,0,0
326,128,34,10201,350,3328,126,2,0,0
327,128,34,10201,305,3328,126,1,0,0
328,128,38,10201,11,256,126,4,0,0
329,0,34,10201,492,1280,126,1,0,0
330,0,36,10201,102,3328,126,2,0,0
331,0,35,10201,102,3328,126,1,0,0
332,128,37,10202,350,2304,126,2,0,0
333,128,37,10202,305,2304,126,1,0,0
334,0,36,10202,330,3072,126,2,0,0
335,0,35,10202,330,3072,126,1,0,0
336,0,34,10202,366,1280,126,1,0,0
337,128,34,10203,410,256,126,1,0,0
338,128,37,10203,410,256,126,1,0,0
339,0,34,10203,529,1280,126,2,0,0
340,128,34,10203,115,3328,126,1,0,0
341,128,34,10203,134,3328,126,1,0,0
342,128,34,10203,5,3328,126,3,0,0
343,0,34,10203,15,1024,126,1,0,0
344,128,34,10204,441,256,126,1,0,0
345,128,37,10204,441,256,126,1,0,0
346,128,37,10204,115,2304,126,1,0,0
347,128,37,10204,134,2304,126,1,0,0
348,128,37,10204,5,2304,126,3,0,0
349,0,36,10204,251,3072,126,3,0,0
350,128,34,10204,37,3328,126,2,0,0
351,128,34,10204,551,256,126,1,0,0
352,128,37,10204,551,256,126,1,0,0
353,0,36,10204,315,3328,126,2,0,0
354,0,35,10204,315,3328,126,1,0,0
355,0,36,10204,141,3328,126,4,0,0
356,128,34,10204,177,3328,126,2,0,0
357,128,37,10205,37,2304,126,2,0,0
358,0,34,10205,431,1280,126,1,0,0
359,128,37,10205,177,2304,126,2,0,0
360,128,34,10210,640,256,126,2,0,0
361,128,37,10210,640,256,126,2,0,0
362,128,34,10210,136,3328,126,1,0,0
363,128,34,10210,380,3328,126,2,0,0
364,0,34,10210,297,3328,126,1,0,0
365,128,34,10210,141,3072,126,4,0,0
366,128,37,10211,136,2304,126,1,0,0
367,128,38,10211,362,256,126,1,0,0
368,128,37,10211,380,2304,126,2,0,0
369,128,37,10211,141,2048,126,4,0,0
370,0,34,10211,250,1024,126,1,0,0
371,128,34,10212,354,3328,126,2,0,0
372,128,34,10212,375,3328,126,1,0,0
373,128,37,10212,354,2304,126,2,0,0
374,128,37,10212,375,2304,126,1,0,0
375,0,36,10213,376,3328,126,2,0,0
376,0,35,10213,376,3328,126,1,0,0
377,128,34,10213,530,256,126,1,0,0
378,128,37,10213,530,256,126,1,0,0
379,0,34,10213,361,1280,126,1,0,0
380,0,34,10213,26,1280,126,1,0,0
381,0,34,10214,317,1280,126,1,0,0
382,0,34,10214,365,1280,126,1,0,0
383,128,34,10214,376,3328,126,2,0,0
384,128,37,10214,376,2304,126,2,0,0
385,128,34,10214,317,3328,126,1,0,0
386,128,34,10215,284,3328,126,1,0,0
387,0,34,10215,95,1024,126,1,0,0
388,128,37,10215,317,2304,126,1,0,0
389,0,36,10215,380,3328,126,3,0,0
390,128,37,10215,284,2304,126,1,0,0
391,0,34,10220,540,1280,126,1,0,0
392,128,34,10220,492,256,126,1,0,0
393,128,37,10220,492,256,126,1,0,0
394,0,34,10221,46,1792,126,1,0,0
395,128,34,10222,529,256,126,2,0,0
396,128,37,10222,529,256,126,2,0,0
397,0,34,10222,488,1280,126,1,0,0
398,128,34,10222,201,3328,126,2,0,0
399,128,34,10222,294,3328,126,1,0,0
400,128,37,10223,201,2304,126,2,0,0
401,128,34,10223,348,3328,126,2,0,0
402,128,37,10223,294,2304,126,1,0,0
403,128,37,10224,348,2304,126,2,0,0
404,0,34,10224,558,1280,126,1,0,0
405,128,34,10224,428,256,126,3,0,0
406,128,37,10224,428,256,126,3,0,0
407,0,68,10225,480,260,65526,1,0,1
408,0,34,10230,301,1280,126,1,0,0
409,128,38,10231,49,256,126,3,0,0
410,128,34,10231,26,3328,126,1,0,0
411,128,34,10231,301,3072,126,1,0,0
412,128,38,10231,345,256,126,1,0,0
413,128,38,10231,37,256,126,2,0,0
414,0,34,10231,314,1024,126,1,0,0
415,128,37,10231,26,2304,126,1,0,0
416,128,37,10231,301,2048,126,1,0,0
417,128,38,10231,74,256,126,2,0,0
418,0,36,10232,114,3072,126,2,0,0
419,0,35,10232,114,3072,126,1,0,0
420,128,34,10232,102,3328,126,2,0,0
421,128,34,10232,303,3328,126,1,0,0
422,128,34,10233,431,256,126,1,0,0
423,128,37,10233,431,256,126,1,0,0
424,128,37,10233,102,2304,126,2,0,0
425,128,37,10233,303,2304,126,1,0,0
426,0,34,10233,520,1280,126,2,0,0
427,0,36,10234,350,3328,126,3,0,0
428,0,36,10234,26,3328,126,2,0,0
429,0,35,10234,26,3328,126,1,0,0
430,0,36,10234,319,3072,126,2,0,0
431,0,35,10234,319,3072,126,1,0,0
432,0,63,10234,480,256,112,0,0,0
433,0,36,10235,348,3328,126,3,0,0
434,0,35,10235,348,3328,126,1,0,0
435,128,34,10240,540,256,126,1,0,0
436,128,37,10240,540,256,126,1,0,0
437,128,34,10240,330,3328,126,2,0,0
438,128,34,10240,46,3840,126,1,0,0
439,0,36,10240,317,3072,126,2,0,0
440,0,35,10240,317,3072,126,1,0,0
441,128,38,10240,90,256,126,2,0,0
442,128,37,10241,330,2304,126,2,0,0
443,128,37,10241,46,2816,126,1,0,0
444,128,34,10241,366,3328,126,1,0,0
445,128,34,10241,488,256,126,1,0,0
446,128,37,10241,488,256,126,1,0,0
447,128,34,10241,15,3328,126,1,0,0
448,128,37,10241,366,2304,126,1,0,0
449,0,36,10242,177,3328,126,3,0,0
450,128,37,10242,15,2304,126,1,0,0
451,0,36,10242,46,3840,126,2,0,0
452,0,35,10242,46,3840,126,1,0,0
453,128,34,10242,315,3328,126,2,0,0
454,128,34,10242,177,3328,126,3,0,0
455,0,36,10242,134,3072,126,2,0,0
456,0,35,10242,134,3072,126,1,0,0
457,0,34,10242,431,1280,126,2,0,0
458,0,34,10243,559,1280,126,1,0,0
459,128,34,10243,251,3328,126,3,0,0
460,128,37,10243,315,2304,126,2,0,0
461,0,34,10243,368,1280,126,1,0,0
462,128,37,10243,177,2304,126,3,0,0
463,0,36,10243,305,3072,126,2,0,0
464,0,35,10243,305,3072,126,1,0,0
465,128,37,10243,251,2304,126,3,0,0
466,0,34,10244,210,1280,126,1,0,0
467,128,34,10244,558,256,126,1,0,0
468,128,37,10244,558,256,126,1,0,0
469,0,34,10244,551,1280,126,2,0,0
470,0,34,10244,370,1280,126,1,0,0
471,0,74,10244,197,2305,65524,2,0,1
472,128,34,10250,297,3328,126,1,0,0
473,128,37,10250,297,2304,126,1,0,0
474,0,36,10251,201,3328,126,3,0,0
475,128,38,10251,202,256,126,2,0,0
476,128,74,10251,197,2304,65524,2,0,1
477,0,36,10251,294,3328,126,2,0,0
478,0,35,10251,294,3328,126,1,0,0
479,128,34,10252,361,3328,126,1,0,0
480,128,34,10252,26,3328,126,2,0,0
481,128,34,10252,365,3328,126,1,0,0
482,0,36,10252,136,3328,126,2,0,0
483,0,35,10252,136,3328,126,1,0,0
484,128,37,10252,361,2304,126,1,0,0
485,128,37,10252,26,2304,126,2,0,0
486,0,34,10252,443,1280,126,2,0,0
487,128,37,10252,365,2304,126,1,0,0
488,128,34,10252,380,3328,126,3,0,0
489,128,34,10253,520,256,126,2,0,0
490,128,37,10253,520,256,126,2,0,0
491,0,34,10253,377,1280,126,1,0,0
492,128,38,10253,342,256,126,2,0,0
493,128,37,10253,380,2304,126,3,0,0
494,128,34,10253,95,3328,126,1,0,0
495,0,34,10254,171,1280,126,1,0,0
496,0,34,10254,595,1280,126,2,0,0
497,128,37,10254,95,2304,126,1,0,0
498,0,34,10254,359,1280,126,1,0,0
499,128,34,10254,171,1280,126,1,0,0
500,0,34,10255,280,1280,126,1,0,0
501,0,36,10255,380,3328,126,4,0,0
502,128,34,10255,46,3840,126,2,0,0
503,128,37,10255,171,256,126,1,0,0
504,128,34,10260,250,3328,126,1,0,0
505,128,37,10260,46,2816,126,2,0,0
506,0,36,10260,133,3072,126,2,0,0
507,0,35,10260,133,3072,126,1,0,0
508,128,37,10260,250,2304,126,1,0,0
509,128,38,10261,141,256,126,5,0,0
510,0,34,10261,500,1280,126,1,0,0
511,0,34,10261,483,1280,126,2,0,0
512,0,36,10261,177,3328,126,4,0,0
513,128,34,10261,431,256,126,2,0,0
514,128,37,10261,431,256,126,2,0,0
515,0,34,10262,378,1280,126,1,0,0
516,0,36,10262,376,3328,126,3,0,0
517,0,34,10262,471,1280,126,1,0,0
518,0,34,10262,197,3328,126,1,0,0
519,0,68,10262,476,260,65526,1,0,1
520,128,34,10262,559,256,126,1,0,0
521,128,37,10262,559,256,126,1,0,0
522,0,34,10263,496,1280,126,2,0,0
523,0,36,10263,46,3840,126,3,0,0
524,128,38,10263,356,256,126,2,0,0
525,0,36,10264,5,3328,126,4,0,0
526,0,36,10264,251,3072,126,4,0,0
527,0,36,10264,15,3328,126,2,0,0
528,0,35,10264,15,3328,126,1,0,0
529,128,38,10264,199,256,126,2,0,0
530,128,34,10265,114,3328,126,2,0,0
531,0,34,10265,410,1280,126,2,0,0
532,128,37,10265,114,2304,126,2,0,0
533,128,34,10265,15,3328,126,2,0,0
534,0,34,10265,249,1024,126,1,0,0
535,128,34,10270,551,256,126,2,0,0
536,128,37,10270,551,256,126,2,0,0
537,128,37,10270,15,2304,126,2,0,0
538,0,34,10270,71,1024,126,1,0,0
539,128,34,10270,314,3328,126,1,0,0
540,128,38,10271,369,256,126,3,0,0
541,128,34,10271,443,256,126,2,0,0
542,128,37,10271,443,256,126,2,0,0
543,128,37,10271,314,2304,126,1,0,0
544,0,34,10271,543,1280,126,1,0,0
545,0,36,10271,301,3072,126,2,0,0
546,0,35,10271,301,3072,126,1,0,0
547,0,63,10271,476,256,112,0,0,0
548,0,34,10272,243,1024,126,1,0,0
549,128,34,10272,319,3328,126,2,0,0
550,0,34,10272,37,1280,126,3,0,0
551,128,37,10272,319,2304,126,2,0,0
552,128,34,10273,350,3328,126,3,0,0
553,0,34,10273,514,1280,126,1,0,0
554,128,34,10273,348,3328,126,3,0,0
555,0,36,10273,315,3072,126,3,0,0
556,128,37,10273,350,2304,126,3,0,0
557,128,34,10274,317,3328,126,2,0,0
558,128,37,10274,348,2304,126,3,0,0
559,128,38,10274,15,256,126,2,0,0
560,128,37,10275,317,2304,126,2,0,0
561,0,36,10275,366,3328,126,2,0,0
562,0,35,10275,366,3328,126,1,0,0
563,0,36,10275,361,3328,126,2,0,0
564,0,35,10275,361,3328,126,1,0,0
565,0,34,10280,309,1024,126,1,0,0
566,128,34,10280,500,256,126,1,0,0
567,128,37,10280,500,256,126,1,0,0
568,128,34,10280,366,3328,126,2,0,0
569,128,34,10280,483,256,126,2,0,0
570,128,37,10280,483,256,126,2,0,0
571,128,34,10280,134,3328,126,2,0,0
572,128,37,10281,366,2304,126,2,0,0
573,128,34,10281,210,3328,126,1,0,0
574,128,37,10281,134,2304,126,2,0,0
575,0,34,10281,70,1280,126,1,0,0
576,128,37,10281,210,2304,126,1,0,0
577,0,36,10282,365,3328,126,2,0,0
578,0,35,10282,365,3328,126,1,0,0
579,128,34,10282,370,3328,126,1,0,0
580,128,34,10282,70,1280,126,1,0,0
581,128,34,10282,46,3840,126,3,0,0
582,128,34,10282,368,3328,126,1,0,0
583,128,34,10282,496,256,126,2,0,0
584,128,37,10282,496,256,126,2,0,0
585,128,37,10282,370,2304,126,1,0,0
586,128,34,10282,305,3328,126,2,0,0
587,128,37,10283,70,256,126,1,0,0
588,128,37,10283,46,2816,126,3,0,0
589,128,37,10283,368,2304,126,1,0,0
590,128,34,10283,5,3328,126,4,0,0
591,128,37,10283,305,2304,126,2,0,0
592,0,34,10283,343,1280,126,1,0,0
593,128,38,10283,354,256,126,3,0,0
594,128,37,10283,5,2304,126,4,0,0
595,0,36,10283,350,3328,126,4,0,0
596,0,34,10284,367,1280,126,1,0,0
597,128,34,10284,71,3328,126,1,0,0
598,128,37,10284,71,2304,126,1,0,0
599,128,34,10284,343,3328,126,1,0,0
600,0,34,10284,530,1280,126,2,0,0
601,128,34,10285,350,3328,126,4,0,0
602,128,37,10285,343,2304,126,1,0,0
603,0,34,10285,72,1024,126,1,0,0
604,0,36,10285,46,3840,126,4,0,0
605,128,37,10285,350,2304,126,4,0,0
606,0,36,10285,348,3328,126,4,0,0
607,128,34,10285,201,3328,126,3,0,0
608,128,34,10290,37,3328,126,3,0,0
609,128,34,10290,595,256,126,2,0,0
610,128,37,10290,595,256,126,2,0,0
611,0,36,10290,375,3328,126,2,0,0
612,0,35,10290,375,3328,126,1,0,0
613,128,37,10290,201,2304,126,3,0,0
614,128,34,10290,136,3328,126,2,0,0
615,128,37,10290,37,2304,126,3,0,0
616,0,36,10290,71,3328,126,2,0,0
617,0,35,10290,71,3328,126,1,0,0
618,128,34,10291,543,256,126,1,0,0
619,128,37,10291,543,256,126,1,0,0
620,128,38,10291,115,256,126,1,0,0
621,128,37,10291,136,2304,126,2,0,0
622,128,34,10291,71,3328,126,2,0,0
623,0,34,10292,528,1280,126,2,0,0
624,0,34,10292,227,1024,126,1,0,0
625,128,34,10292,471,256,126,1,0,0
626,128,37,10292,471,256,126,1,0,0
627,0,34,10292,557,1280,126,2,0,0
628,0,36,10292,26,3328,126,3,0,0
629,0,34,10292,538,1280,126,1,0,0
630,128,37,10292,71,2304,126,2,0,0
631,0,36,10292,343,3328,126,2,0,0
632,0,35,10292,343,3328,126,1,0,0
633,128,34,10292,514,256,126,1,0,0
634,128,37,10292,514,256,126,1,0,0
635,128,34,10292,377,3328,126,1,0,0
636,128,34,10293,380,3328,126,4,0,0
637,0,36,10293,37,3328,126,4,0,0
638,0,35,10293,37,3328,126,2,0,0
639,0,36,10293,366,3328,126,3,0,0
640,0,34,10293,488,1280,126,2,0,0
