rno,code1,code2,hhmms0,data1,data2,data3,data4,ldata5,Šç”FØ
37655,0,36,20455,387,3328,126,2,0,0
37656,0,35,20455,387,3328,126,1,0,0
37657,128,34,20455,75,3328,126,80,0,0
37658,128,37,20455,280,2304,126,32,0,0
37659,128,37,20460,327,2304,126,24,0,0
37660,128,34,20460,83,3328,126,12,0,0
37661,128,38,20460,77,256,126,18,0,0
37662,128,38,20460,61,256,126,63,0,0
37663,0,34,20460,593,1280,126,11,0,0
37664,0,34,20460,60,1280,126,48,0,0
37665,128,37,20460,75,2304,126,80,0,0
37666,128,34,20460,414,256,126,18,0,0
37667,128,37,20460,414,256,126,18,0,0
37668,128,37,20460,83,2304,126,12,0,0
37669,0,36,20460,142,3328,126,22,0,0
37670,0,34,20461,619,1280,126,11,0,0
37671,0,36,20461,244,3328,126,14,0,0
37672,128,38,20461,91,256,126,25,0,0
37673,0,36,20461,311,3072,126,26,0,0
37674,0,36,20461,56,3328,126,34,0,0
37675,128,34,20462,349,3328,126,9,0,0
37676,0,36,20462,5,3072,126,56,0,0
37677,0,35,20462,5,3072,126,11,0,0
37678,128,34,20462,467,256,126,60,0,0
37679,128,37,20462,467,256,126,60,0,0
37680,128,34,20462,268,3328,126,17,0,0
37681,128,34,20462,591,256,126,9,0,0
37682,128,37,20462,591,256,126,9,0,0
37683,128,38,20462,4,256,126,11,0,0
37684,128,37,20462,349,2304,126,9,0,0
37685,128,34,20462,218,3328,126,18,0,0
37686,128,34,20463,295,3328,126,18,0,0
37687,128,34,20463,635,256,126,6,0,0
37688,128,37,20463,635,256,126,6,0,0
37689,128,37,20463,268,2304,126,17,0,0
37690,0,36,20463,84,3328,126,20,0,0
37691,0,34,20463,294,1280,126,31,0,0
37692,128,37,20463,218,2304,126,18,0,0
37693,128,37,20463,295,2304,126,18,0,0
37694,0,34,20463,530,1280,126,16,0,0
37695,128,34,20464,5,3072,126,56,0,0
37696,0,36,20464,307,3072,126,14,0,0
37697,0,34,20464,271,1280,126,17,0,0
37698,0,34,20464,80,1280,126,25,0,0
37699,128,34,20464,64,3328,126,49,0,0
37700,128,37,20464,5,2048,126,56,0,0
37701,0,34,20464,434,1280,126,14,0,0
37702,128,34,20465,631,256,126,16,0,0
37703,128,37,20465,631,256,126,16,0,0
37704,128,37,20465,64,2304,126,49,0,0
37705,128,34,20465,237,1280,126,14,0,0
37706,0,36,20465,218,3328,126,19,0,0
37707,128,34,20465,572,256,126,8,0,0
37708,128,37,20465,572,256,126,8,0,0
37709,0,34,20465,51,1280,126,41,0,0
37710,128,37,20465,237,256,126,14,0,0
37711,128,34,20465,366,3328,126,21,0,0
37712,0,36,20465,392,3072,126,3,0,0
37713,128,34,20470,191,3328,126,21,0,0
37714,0,36,20470,128,3328,126,14,0,0
37715,0,34,20470,313,1024,126,19,0,0
37716,128,34,20470,323,3328,126,23,0,0
37717,0,34,20470,581,1280,126,1,0,0
37718,0,34,20470,241,1024,126,13,0,0
37719,0,36,20470,318,3072,126,19,0,0
37720,0,35,20470,318,3072,126,5,0,0
37721,128,38,20470,33,256,126,18,0,0
37722,128,37,20470,366,2304,126,21,0,0
37723,0,36,20470,104,3328,126,11,0,0
37724,128,37,20470,191,2304,126,21,0,0
37725,0,34,20470,554,1280,126,31,0,0
37726,0,34,20470,67,1280,126,61,0,0
37727,128,37,20470,323,2304,126,23,0,0
37728,0,36,20471,382,3328,126,13,0,0
37729,0,34,20471,17,1280,126,57,0,0
37730,128,34,20471,41,3328,126,27,0,0
37731,128,34,20471,67,1280,126,61,0,0
37732,0,34,20471,71,1024,126,45,0,0
37733,128,37,20472,41,2304,126,27,0,0
37734,128,37,20472,67,256,126,61,0,0
37735,128,38,20472,116,256,126,32,0,0
37736,128,38,20472,289,256,126,15,0,0
37737,128,38,20472,368,256,126,14,0,0
37738,128,34,20472,259,3328,126,3,0,0
37739,128,34,20472,32,3328,126,32,0,0
37740,0,36,20472,316,3072,126,20,0,0
37741,0,35,20472,316,3072,126,4,0,0
37742,0,36,20473,41,3328,126,28,0,0
37743,0,35,20473,41,3328,126,4,0,0
37744,128,34,20473,231,3328,126,27,0,0
37745,128,34,20473,98,3328,126,13,0,0
37746,128,37,20473,259,2304,126,3,0,0
37747,128,34,20473,60,3328,126,48,0,0
37748,128,37,20473,32,2304,126,32,0,0
37749,128,34,20473,66,3328,126,40,0,0
37750,128,34,20473,69,3328,126,51,0,0
37751,0,36,20473,320,3328,126,30,0,0
37752,0,34,20473,599,1280,126,21,0,0
37753,128,37,20473,231,2304,126,27,0,0
37754,128,34,20473,508,256,126,13,0,0
37755,128,37,20473,508,256,126,13,0,0
37756,0,36,20473,252,3072,126,14,0,0
37757,128,38,20473,324,256,126,15,0,0
37758,128,37,20474,98,2304,126,13,0,0
37759,128,37,20474,60,2304,126,48,0,0
37760,128,37,20474,69,2304,126,51,0,0
37761,128,37,20474,66,2304,126,40,0,0
37762,128,34,20474,320,3328,126,30,0,0
37763,0,36,20474,248,3072,126,21,0,0
37764,0,35,20474,248,3072,126,3,0,0
37765,128,34,20474,593,256,126,11,0,0
37766,128,37,20474,593,256,126,11,0,0
37767,128,34,20474,111,3328,126,21,0,0
37768,128,37,20475,320,2304,126,30,0,0
37769,0,36,20475,329,3072,126,20,0,0
37770,0,36,20475,32,3328,126,33,0,0
37771,128,34,20475,56,3328,126,34,0,0
37772,128,34,20475,287,3328,126,21,0,0
37773,0,36,20475,400,3072,126,4,0,0
37774,128,37,20475,111,2304,126,21,0,0
37775,128,34,20475,304,3328,126,12,0,0
37776,0,34,20475,361,1280,126,32,0,0
37777,128,34,20475,619,256,126,11,0,0
37778,128,37,20475,619,256,126,11,0,0
37779,128,37,20475,56,2304,126,34,0,0
37780,0,34,20475,428,1280,126,14,0,0
37781,0,36,20475,83,3072,126,13,0,0
37782,0,34,20475,468,1280,126,75,0,0
37783,128,34,20480,578,256,126,5,0,0
37784,128,37,20480,578,256,126,5,0,0
37785,128,37,20480,287,2304,126,21,0,0
37786,128,37,20480,304,2304,126,12,0,0
37787,0,36,20480,374,3328,126,34,0,0
37788,0,36,20480,287,3328,126,22,0,0
37789,128,34,20480,361,3328,126,32,0,0
37790,0,36,20481,204,3328,126,9,0,0
37791,128,34,20481,180,3328,126,27,0,0
37792,128,34,20481,286,3328,126,23,0,0
37793,128,37,20481,361,2304,126,32,0,0
37794,0,34,20481,96,1024,126,6,0,0
37795,128,37,20481,180,2304,126,27,0,0
37796,0,36,20481,343,3328,126,41,0,0
37797,0,36,20481,366,3328,126,22,0,0
37798,128,37,20481,286,2304,126,23,0,0
37799,0,34,20482,631,1280,126,17,0,0
37800,128,34,20482,400,3328,126,4,0,0
37801,0,34,20482,559,1280,126,31,0,0
37802,0,36,20483,268,3328,126,18,0,0
37803,0,35,20483,268,3328,126,3,0,0
37804,128,34,20483,366,3328,126,22,0,0
37805,128,34,20483,355,3328,126,26,0,0
37806,128,34,20483,344,3328,126,26,0,0
37807,128,34,20483,345,3328,126,30,0,0
37808,0,34,20483,266,1280,126,13,0,0
37809,128,34,20483,229,3328,126,17,0,0
37810,0,34,20483,441,1280,126,22,0,0
37811,128,38,20483,45,256,126,46,0,0
37812,128,37,20483,400,2304,126,4,0,0
37813,128,34,20483,151,3328,126,34,0,0
37814,128,38,20483,74,256,126,47,0,0
37815,128,34,20483,530,256,126,16,0,0
37816,128,37,20483,530,256,126,16,0,0
37817,128,34,20483,312,3328,126,13,0,0
37818,128,37,20483,366,2304,126,22,0,0
37819,128,37,20483,344,2304,126,26,0,0
37820,128,37,20483,345,2304,126,30,0,0
37821,128,37,20483,355,2304,126,26,0,0
37822,128,34,20483,220,3328,126,31,0,0
37823,0,36,20483,229,3328,126,18,0,0
37824,128,34,20484,228,3328,126,11,0,0
37825,128,34,20484,468,256,126,75,0,0
37826,128,37,20484,468,256,126,75,0,0
37827,128,37,20484,151,2304,126,34,0,0
37828,128,37,20484,312,2304,126,13,0,0
37829,0,36,20484,75,3072,126,81,0,0
37830,128,37,20484,220,2304,126,31,0,0
37831,0,36,20484,69,3328,126,52,0,0
37832,128,34,20484,520,256,126,39,0,0
37833,128,37,20484,520,256,126,39,0,0
37834,128,37,20484,228,2304,126,11,0,0
37835,128,34,20484,51,3328,126,41,0,0
37836,0,34,20484,533,1280,126,19,0,0
37837,128,34,20484,144,3328,126,17,0,0
37838,0,34,20485,483,1280,126,29,0,0
37839,128,34,20485,332,3328,126,3,0,0
37840,0,36,20485,189,3328,126,9,0,0
37841,0,36,20485,89,3328,126,23,0,0
37842,0,36,20485,231,3328,126,28,0,0
37843,0,34,20485,310,1280,126,27,0,0
37844,128,37,20485,51,2304,126,41,0,0
37845,128,34,20485,41,3328,126,28,0,0
37846,128,34,20485,71,3328,126,45,0,0
37847,128,37,20485,144,2304,126,17,0,0
37848,0,36,20485,376,3328,126,27,0,0
37849,128,34,20485,80,3328,126,25,0,0
37850,128,37,20485,332,2304,126,3,0,0
37851,128,37,20490,41,2304,126,28,0,0
37852,128,34,20490,310,3328,126,27,0,0
37853,128,37,20490,71,2304,126,45,0,0
37854,128,37,20490,80,2304,126,25,0,0
37855,0,34,20490,551,1280,126,23,0,0
37856,128,34,20490,554,256,126,31,0,0
37857,128,37,20490,554,256,126,31,0,0
37858,128,34,20490,434,256,126,14,0,0
37859,128,37,20490,434,256,126,14,0,0
37860,128,37,20490,310,2304,126,27,0,0
37861,0,77,20490,81,260,114,3,0,1
37862,0,34,20491,100,1024,126,13,0,0
37863,128,34,20491,256,3328,126,15,0,0
37864,128,34,20491,352,3328,126,23,0,0
37865,128,38,20491,193,256,126,16,0,0
37866,128,34,20491,581,256,126,1,0,0
37867,128,37,20491,581,256,126,1,0,0
37868,0,34,20491,224,1024,126,25,0,0
37869,0,36,20491,228,3328,126,12,0,0
37870,128,34,20491,164,3328,126,31,0,0
37871,128,38,20491,298,256,126,18,0,0
37872,128,34,20491,128,3328,126,14,0,0
37873,128,37,20492,256,2304,126,15,0,0
37874,128,37,20492,352,2304,126,23,0,0
37875,0,36,20492,361,3328,126,33,0,0
37876,0,35,20492,361,3328,126,8,0,0
37877,128,37,20492,164,2304,126,31,0,0
37878,0,34,20492,538,1280,126,23,0,0
37879,128,37,20492,128,2304,126,14,0,0
37880,128,34,20492,599,256,126,21,0,0
37881,128,37,20492,599,256,126,21,0,0
37882,0,36,20492,344,3328,126,27,0,0
37883,0,35,20492,344,3328,126,6,0,0
37884,128,34,20492,32,3328,126,33,0,0
37885,0,34,20493,522,1280,126,20,0,0
37886,0,36,20493,355,3328,126,27,0,0
37887,128,38,20493,317,256,126,28,0,0
37888,128,37,20493,32,2304,126,33,0,0
37889,0,34,20493,549,1280,126,25,0,0
37890,0,34,20493,541,1280,126,29,0,0
37891,128,34,20493,142,3328,126,22,0,0
37892,0,36,20493,310,3328,126,28,0,0
37893,0,35,20493,310,3328,126,7,0,0
37894,128,34,20493,454,256,126,24,0,0
37895,128,37,20493,454,256,126,24,0,0
37896,128,37,20494,142,2304,126,22,0,0
37897,0,36,20494,151,3328,126,35,0,0
37898,128,34,20494,387,3328,126,2,0,0
37899,128,34,20494,310,3328,126,28,0,0
37900,128,38,20494,60,256,126,48,0,0
37901,0,34,20494,630,1280,126,3,0,0
37902,128,34,20494,428,256,126,14,0,0
37903,128,37,20494,428,256,126,14,0,0
37904,0,36,20494,66,3328,126,41,0,0
37905,128,77,20494,81,256,114,3,0,1
37906,128,34,20495,227,3328,126,12,0,0
37907,128,37,20495,387,2304,126,2,0,0
37908,128,37,20495,310,2304,126,28,0,0
37909,128,34,20495,311,3328,126,26,0,0
37910,0,34,20495,13,1280,126,71,0,0
37911,128,34,20495,66,3328,126,41,0,0
37912,0,36,20495,137,3328,126,24,0,0
37913,0,36,20495,63,3072,126,52,0,0
37914,128,37,20495,227,2304,126,12,0,0
37915,128,34,20495,84,3328,126,20,0,0
37916,128,37,20500,311,2304,126,26,0,0
37917,0,36,20500,259,3072,126,4,0,0
37918,0,35,20500,259,3072,126,2,0,0
37919,0,34,20500,464,1280,126,14,0,0
37920,128,37,20500,66,2304,126,41,0,0
37921,128,38,20500,64,256,126,49,0,0
37922,0,34,20500,626,1280,126,4,0,0
37923,128,37,20500,84,2304,126,20,0,0
37924,128,34,20500,13,1280,126,71,0,0
37925,128,38,20500,308,256,126,22,0,0
37926,0,34,20500,588,1280,126,11,0,0
37927,0,36,20500,366,3328,126,23,0,0
37928,128,34,20501,244,3328,126,14,0,0
37929,128,38,20501,299,256,126,16,0,0
37930,128,34,20501,294,3328,126,31,0,0
37931,128,37,20501,13,256,126,71,0,0
37932,128,34,20501,83,3328,126,13,0,0
37933,0,34,20501,637,1280,126,16,0,0
37934,0,36,20501,227,3328,126,13,0,0
37935,128,37,20501,244,2304,126,14,0,0
37936,128,37,20501,294,2304,126,31,0,0
37937,128,34,20501,75,3328,126,81,0,0
37938,128,34,20501,559,256,126,31,0,0
37939,128,37,20501,559,256,126,31,0,0
37940,128,34,20502,366,3328,126,23,0,0
37941,128,37,20502,83,2304,126,13,0,0
37942,128,34,20502,271,3328,126,17,0,0
37943,128,34,20502,441,256,126,22,0,0
37944,128,37,20502,441,256,126,22,0,0
37945,128,37,20502,75,2304,126,81,0,0
37946,128,34,20502,307,3328,126,14,0,0
37947,0,36,20502,220,3328,126,32,0,0
37948,128,37,20502,366,2304,126,23,0,0
37949,128,37,20503,271,2304,126,17,0,0
37950,0,36,20503,295,3328,126,19,0,0
37951,0,35,20503,295,3328,126,5,0,0
37952,0,34,20503,514,1280,126,32,0,0
37953,128,37,20503,307,2304,126,14,0,0
37954,128,34,20503,313,3328,126,19,0,0
37955,128,34,20503,392,3328,126,3,0,0
37956,128,34,20503,218,3328,126,19,0,0
37957,128,34,20503,104,3328,126,11,0,0
37958,128,34,20503,382,3328,126,13,0,0
37959,0,34,20503,433,1280,126,20,0,0
37960,128,37,20503,392,2304,126,3,0,0
37961,128,37,20503,218,2304,126,19,0,0
37962,128,37,20503,313,2304,126,19,0,0
37963,128,37,20504,104,2304,126,11,0,0
37964,128,37,20504,382,2304,126,13,0,0
37965,128,34,20504,69,3328,126,52,0,0
37966,0,36,20504,32,3328,126,34,0,0
37967,128,38,20504,359,256,126,27,0,0
37968,0,34,20504,491,1280,126,8,0,0
37969,0,34,20504,448,1280,126,22,0,0
37970,128,37,20504,69,2304,126,52,0,0
37971,128,34,20504,483,256,126,29,0,0
37972,128,37,20504,483,256,126,29,0,0
37973,128,34,20505,318,3328,126,19,0,0
37974,0,34,20505,466,1280,126,53,0,0
37975,128,34,20505,551,256,126,23,0,0
37976,128,37,20505,551,256,126,23,0,0
37977,0,36,20505,377,3328,126,25,0,0
37978,0,34,20505,245,1024,126,13,0,0
37979,128,37,20505,318,2304,126,19,0,0
37980,0,36,20510,345,3328,126,31,0,0
37981,0,35,20510,345,3328,126,5,0,0
37982,0,34,20510,384,1280,126,9,0,0
37983,128,38,20510,41,256,126,28,0,0
37984,0,34,20510,330,1024,126,21,0,0
37985,128,34,20510,533,256,126,19,0,0
37986,128,37,20510,533,256,126,19,0,0
37987,0,34,20510,623,1280,126,19,0,0
37988,128,34,20510,631,256,126,17,0,0
37989,128,37,20510,631,256,126,17,0,0
37990,128,38,20510,7,256,126,15,0,0
37991,0,36,20510,320,3072,126,31,0,0
37992,0,36,20510,310,3328,126,29,0,0
37993,0,36,20511,51,3328,126,42,0,0
37994,0,35,20511,51,3328,126,12,0,0
37995,128,38,20511,192,256,126,28,0,0
37996,0,34,20511,545,1280,126,27,0,0
37997,0,36,20511,294,3328,126,32,0,0
37998,0,35,20511,294,3328,126,6,0,0
37999,128,34,20511,241,3328,126,13,0,0
38000,128,34,20511,310,3328,126,29,0,0
38001,128,38,20511,342,256,126,20,0,0
38002,0,36,20511,80,3328,126,26,0,0
38003,0,35,20511,80,3328,126,5,0,0
38004,128,34,20511,522,256,126,20,0,0
38005,128,37,20511,522,256,126,20,0,0
38006,0,36,20512,218,3328,126,20,0,0
38007,128,37,20512,241,2304,126,13,0,0
38008,128,37,20512,310,2304,126,29,0,0
38009,0,36,20512,174,3328,126,19,0,0
38010,128,34,20512,63,3328,126,52,0,0
38011,128,34,20512,541,256,126,29,0,0
38012,128,37,20512,541,256,126,29,0,0
38013,128,34,20512,538,256,126,23,0,0
38014,128,37,20512,538,256,126,23,0,0
38015,128,38,20512,93,256,126,14,0,0
38016,0,36,20513,400,3072,126,5,0,0
38017,0,36,20513,69,3328,126,53,0,0
38018,128,34,20513,316,3328,126,20,0,0
38019,128,34,20513,466,256,126,53,0,0
38020,128,37,20513,466,256,126,53,0,0
38021,128,37,20513,63,2304,126,52,0,0
38022,0,34,20513,414,1280,126,19,0,0
38023,0,34,20513,459,1280,126,12,0,0
38024,0,36,20513,112,3072,126,7,0,0
38025,128,34,20513,252,3328,126,14,0,0
38026,0,36,20513,312,3072,126,14,0,0
38027,128,37,20513,316,2304,126,20,0,0
38028,0,36,20513,382,3328,126,14,0,0
38029,0,34,20513,88,1280,126,15,0,0
38030,0,34,20514,27,1280,126,49,0,0
38031,128,37,20514,252,2304,126,14,0,0
38032,128,34,20514,374,3328,126,34,0,0
38033,0,36,20514,63,3328,126,53,0,0
38034,0,36,20514,332,3328,126,4,0,0
38035,0,35,20514,332,3328,126,1,0,0
38036,128,38,20514,207,256,126,29,0,0
38037,128,34,20514,287,3328,126,22,0,0
38038,0,34,20514,70,1280,126,67,0,0
38039,128,37,20514,374,2304,126,34,0,0
38040,128,34,20514,464,256,126,14,0,0
38041,128,37,20514,464,256,126,14,0,0
38042,128,34,20515,204,3328,126,9,0,0
38043,0,36,20515,302,3072,126,30,0,0
38044,0,36,20515,98,3328,126,14,0,0
38045,0,35,20515,98,3328,126,3,0,0
38046,128,37,20515,287,2304,126,22,0,0
38047,128,38,20515,216,256,126,32,0,0
38048,128,34,20515,549,256,126,25,0,0
38049,128,37,20515,549,256,126,25,0,0
38050,128,34,20515,70,1024,126,67,0,0
38051,0,36,20515,14,3328,126,98,0,0
38052,128,34,20515,248,3328,126,21,0,0
38053,0,34,20515,185,1280,126,10,0,0
38054,0,34,20515,417,1280,126,19,0,0
38055,128,37,20515,204,2304,126,9,0,0
38056,128,34,20520,17,1280,126,57,0,0
38057,128,37,20520,70,0,126,67,0,0
38058,128,34,20520,588,256,126,11,0,0
38059,128,37,20520,588,256,126,11,0,0
38060,128,34,20520,329,3328,126,20,0,0
38061,128,37,20520,248,2304,126,21,0,0
38062,0,36,20520,107,3328,126,3,0,0
38063,0,36,20520,154,3328,126,21,0,0
38064,0,36,20520,311,3072,126,27,0,0
38065,128,37,20520,17,256,126,57,0,0
38066,128,37,20520,329,2304,126,20,0,0
38067,0,36,20520,280,3328,126,33,0,0
38068,128,34,20521,266,3328,126,13,0,0
38069,128,34,20521,96,3328,126,6,0,0
38070,128,34,20521,268,3328,126,18,0,0
38071,128,37,20521,266,2304,126,13,0,0
38072,0,36,20521,144,3328,126,18,0,0
38073,0,35,20521,144,3328,126,2,0,0
38074,128,34,20521,514,256,126,32,0,0
38075,128,37,20521,514,256,126,32,0,0
38076,128,34,20521,343,3328,126,41,0,0
38077,128,37,20521,96,2304,126,6,0,0
38078,0,36,20522,180,3328,126,28,0,0
38079,0,35,20522,180,3328,126,7,0,0
38080,128,37,20522,268,2304,126,18,0,0
38081,128,34,20522,637,256,126,16,0,0
38082,128,37,20522,637,256,126,16,0,0
38083,128,37,20522,343,2304,126,41,0,0
38084,128,34,20522,32,3328,126,34,0,0
38085,128,37,20523,32,2304,126,34,0,0
38086,128,34,20523,630,256,126,3,0,0
38087,128,37,20523,630,256,126,3,0,0
38088,128,34,20523,51,3328,126,42,0,0
38089,128,34,20523,448,256,126,22,0,0
38090,128,37,20523,448,256,126,22,0,0
38091,128,34,20523,376,3328,126,27,0,0
38092,128,34,20523,491,256,126,8,0,0
38093,128,37,20523,491,256,126,8,0,0
38094,128,34,20523,626,256,126,4,0,0
38095,128,37,20523,626,256,126,4,0,0
38096,128,38,20523,201,256,126,22,0,0
38097,128,37,20523,51,2304,126,42,0,0
38098,0,36,20523,387,3328,126,3,0,0
38099,128,37,20524,376,2304,126,27,0,0
38100,0,34,20524,426,1280,126,25,0,0
38101,0,34,20524,538,1280,126,24,0,0
38102,0,36,20524,164,3328,126,32,0,0
38103,128,34,20524,189,3328,126,9,0,0
38104,128,34,20525,417,256,126,19,0,0
38105,128,37,20525,417,256,126,19,0,0
38106,128,34,20525,433,256,126,20,0,0
38107,128,37,20525,433,256,126,20,0,0
38108,128,37,20525,189,2304,126,9,0,0
38109,128,38,20525,275,256,126,13,0,0
38110,0,34,20525,546,1280,126,18,0,0
38111,0,36,20525,128,3328,126,15,0,0
38112,0,34,20525,249,1024,126,18,0,0
38113,128,38,20525,209,256,126,13,0,0
38114,0,36,20525,349,3328,126,10,0,0
38115,0,34,20530,453,1280,126,2,0,0
38116,128,34,20530,89,3328,126,23,0,0
38117,128,34,20530,545,256,126,27,0,0
38118,128,37,20530,545,256,126,27,0,0
38119,128,34,20530,344,3328,126,27,0,0
38120,128,37,20530,89,2304,126,23,0,0
38121,128,38,20530,9,256,126,29,0,0
38122,128,34,20530,63,3328,126,53,0,0
38123,128,37,20531,344,2304,126,27,0,0
38124,128,34,20531,355,3328,126,27,0,0
38125,128,34,20531,361,3328,126,33,0,0
38126,0,34,20531,465,1280,126,6,0,0
38127,128,37,20531,63,2304,126,53,0,0
38128,0,34,20531,476,1280,126,17,0,0
38129,128,34,20531,14,3328,126,98,0,0
38130,128,37,20531,355,2304,126,27,0,0
38131,128,37,20532,361,2304,126,33,0,0
38132,0,36,20532,32,3328,126,35,0,0
38133,128,34,20532,623,256,126,19,0,0
38134,128,37,20532,623,256,126,19,0,0
38135,128,34,20532,382,3328,126,14,0,0
38136,128,34,20532,459,256,126,12,0,0
38137,128,37,20532,459,256,126,12,0,0
38138,0,36,20532,71,3072,126,46,0,0
38139,0,35,20532,71,3072,126,7,0,0
38140,0,36,20532,392,3072,126,4,0,0
38141,128,37,20532,14,2304,126,98,0,0
38142,0,36,20532,75,3072,126,82,0,0
38143,128,34,20532,100,3328,126,13,0,0
38144,0,34,20533,587,1280,126,22,0,0
38145,128,37,20533,382,2304,126,14,0,0
38146,0,34,20533,434,1280,126,15,0,0
38147,0,34,20533,9,1280,126,30,0,0
38148,0,34,20533,619,1280,126,12,0,0
38149,128,37,20533,100,2304,126,13,0,0
38150,128,34,20533,69,3328,126,53,0,0
38151,128,34,20533,27,3328,126,49,0,0
38152,0,34,20533,614,1280,126,13,0,0
38153,128,34,20533,231,3328,126,28,0,0
38154,128,34,20533,137,3328,126,24,0,0
38155,128,34,20534,151,3328,126,35,0,0
38156,128,37,20534,69,2304,126,53,0,0
38157,128,37,20534,27,2304,126,49,0,0
38158,128,37,20534,231,2304,126,28,0,0
38159,128,37,20534,137,2304,126,24,0,0
38160,0,36,20534,310,3328,126,30,0,0
38161,128,37,20534,151,2304,126,35,0,0
38162,0,36,20534,316,3328,126,21,0,0
38163,128,34,20534,220,3328,126,32,0,0
38164,0,34,20534,409,1280,126,23,0,0
38165,128,38,20534,56,256,126,34,0,0
38166,128,34,20535,228,3328,126,12,0,0
38167,0,36,20535,27,3328,126,50,0,0
38168,0,35,20535,27,3328,126,12,0,0
38169,128,34,20535,229,3328,126,18,0,0
38170,128,37,20535,220,2304,126,32,0,0
38171,128,37,20535,228,2304,126,12,0,0
38172,128,37,20535,229,2304,126,18,0,0
38173,0,36,20540,241,3328,126,14,0,0
38174,0,35,20540,241,3328,126,5,0,0
38175,128,34,20540,259,3328,126,4,0,0
38176,0,36,20540,231,3328,126,29,0,0
38177,128,34,20540,174,3328,126,19,0,0
38178,128,34,20540,80,3328,126,26,0,0
38179,128,34,20540,414,256,126,19,0,0
38180,128,37,20540,414,256,126,19,0,0
38181,128,38,20540,300,256,126,7,0,0
38182,128,37,20540,259,2304,126,4,0,0
38183,128,37,20541,174,2304,126,19,0,0
38184,0,36,20541,361,3328,126,34,0,0
38185,0,36,20541,256,3328,126,16,0,0
38186,128,37,20541,80,2304,126,26,0,0
38187,128,34,20541,88,3328,126,15,0,0
38188,128,34,20541,295,3328,126,19,0,0
38189,0,36,20541,69,3328,126,54,0,0
38190,0,36,20541,343,3328,126,42,0,0
38191,128,37,20542,88,2304,126,15,0,0
38192,128,37,20542,295,2304,126,19,0,0
38193,0,34,20542,470,1280,126,26,0,0
38194,128,34,20542,224,1280,126,25,0,0
38195,0,36,20542,66,3328,126,42,0,0
38196,0,36,20542,228,3328,126,13,0,0
38197,0,36,20542,84,3328,126,21,0,0
38198,128,38,20542,51,256,126,42,0,0
38199,0,36,20542,229,3328,126,19,0,0
38200,0,34,20542,566,1280,126,23,0,0
38201,0,34,20542,623,1280,126,20,0,0
38202,0,34,20542,505,1280,126,6,0,0
38203,128,37,20542,224,256,126,25,0,0
38204,0,36,20542,374,3328,126,35,0,0
38205,0,36,20543,366,3328,126,24,0,0
38206,128,34,20543,377,3328,126,25,0,0
38207,0,36,20543,244,3328,126,15,0,0
38208,0,34,20543,514,1280,126,33,0,0
38209,0,34,20543,483,1280,126,30,0,0
38210,128,34,20544,374,3328,126,35,0,0
38211,128,37,20544,377,2304,126,25,0,0
38212,128,34,20544,465,256,126,6,0,0
38213,128,37,20544,465,256,126,6,0,0
38214,128,34,20544,546,256,126,18,0,0
38215,128,37,20544,546,256,126,18,0,0
38216,128,34,20544,538,256,126,24,0,0
38217,128,37,20544,538,256,126,24,0,0
38218,0,36,20544,266,3328,126,14,0,0
38219,0,35,20544,266,3328,126,5,0,0
38220,128,37,20544,374,2304,126,35,0,0
38221,128,34,20544,426,256,126,25,0,0
38222,128,37,20544,426,256,126,25,0,0
38223,128,34,20545,294,3328,126,32,0,0
38224,128,34,20545,71,3328,126,46,0,0
38225,128,37,20545,294,2304,126,32,0,0
38226,128,34,20545,9,3328,126,30,0,0
38227,128,34,20545,112,3328,126,7,0,0
38228,128,34,20545,453,256,126,2,0,0
38229,128,37,20545,453,256,126,2,0,0
38230,128,34,20545,384,3328,126,9,0,0
38231,128,34,20550,32,3328,126,35,0,0
38232,128,34,20550,345,3328,126,31,0,0
38233,0,36,20550,142,3072,126,23,0,0
38234,128,34,20550,470,256,126,26,0,0
38235,128,37,20550,470,256,126,26,0,0
38236,0,34,20550,485,1280,126,20,0,0
38237,0,36,20550,9,3328,126,31,0,0
38238,0,35,20550,9,3328,126,7,0,0
38239,128,37,20550,71,2304,126,46,0,0
38240,128,34,20550,218,3328,126,20,0,0
38241,128,34,20550,320,3328,126,31,0,0
38242,128,34,20550,75,3328,126,82,0,0
38243,128,37,20550,112,2304,126,7,0,0
38244,0,36,20550,304,3072,126,13,0,0
38245,128,37,20550,384,2304,126,9,0,0
38246,0,34,20550,51,1280,126,43,0,0
38247,128,34,20550,245,3328,126,13,0,0
38248,128,37,20550,32,2304,126,35,0,0
38249,128,37,20550,345,2304,126,31,0,0
38250,0,36,20550,376,3328,126,28,0,0
38251,128,37,20551,218,2304,126,20,0,0
38252,128,37,20551,320,2304,126,31,0,0
38253,128,37,20551,75,2304,126,82,0,0
38254,0,34,20551,239,1024,126,25,0,0
38255,128,37,20551,245,2304,126,13,0,0
38256,128,34,20551,332,3328,126,4,0,0
38257,128,34,20551,312,3328,126,14,0,0
38258,0,34,20551,581,1280,126,2,0,0
38259,0,36,20551,32,3328,126,36,0,0
38260,128,34,20551,227,3328,126,13,0,0
38261,128,34,20551,142,3072,126,23,0,0
38262,0,36,20551,329,3072,126,21,0,0
38263,128,37,20551,332,2304,126,4,0,0
38264,0,36,20551,374,3328,126,36,0,0
38265,128,37,20552,312,2304,126,14,0,0
38266,128,38,20552,323,256,126,22,0,0
38267,128,34,20552,376,3328,126,28,0,0
