1,0,10,1,0,20000101,044043,1,1,880,3,4,550,5,2,650,10,2,400,16,1,600,17,7,800,11,2,450,26,3,400,25,1,800,23,2,680,22,2,670,19,2,300,8,1,660,2,1,600,4,1,800,9,2,500
1,1,10,1,0,20000101,044043,20,1,800,15,1,500,21,1,500,45,5,800,38,2,500,31,3,400,32,2,260,44,1,550,52,2,900,53,1,880,33,1,500,29,2,300,35,2,550,42,3,800,37,2,500,41,2,350
1,2,10,1,0,20000101,044043,36,2,450,50,2,500,49,1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
